Outbound Flight Date,Return Flight Date,Price,Outbound Flight Airlines,Outbound Flight Departure Time,Outbound Flight Arrival Time,Outbound Flight Arrival + Days,Outbound Flight Duration,Outbound Flight Stops,Outbound Flight Connecting Airports,Outbound Flight Departure Airport,Outbound Flight Arrival Airport,Return Flight Airlines,Return Flight Departure Time,Return Flight Arrival Time,Return Flight Arrival + Days,Return Flight Duration,Return Flight Stops,Return Flight Connecting Airports,Return Flight Departure Airport,Return Flight Arrival Airport
2024-05-03,2024-05-10,1276,Finnair + Japan Airlines,13:30,13:55,1,1105,1,HEL,VNO,HND,Japan Airlines + Finnair,13:30,13:55,1,995,1,HEL,NRT,VNO
2024-05-03,2024-05-10,1296,Finnair,13:30,13:50,1,1100,1,HEL,VNO,HND,Japan Airlines + Finnair,13:30,13:50,1,995,1,HEL,NRT,VNO
2024-05-03,2024-05-10,1199,Finnair + Japan Airlines,13:30,13:55,1,1105,1,HEL,VNO,HND,Japan Airlines + Finnair,13:30,13:55,1,1195,1,HEL,NRT,VNO
2024-05-03,2024-05-10,1297,Finnair + Japan Airlines,13:30,13:55,1,1105,1,HEL,VNO,HND,Finnair,13:30,13:55,1,995,1,HEL,NRT,VNO
2024-05-03,2024-05-10,1319,Finnair + Japan Airlines,13:30,13:05,1,1055,1,HEL,VNO,NRT,Japan Airlines + Finnair,13:30,13:05,1,1070,1,HEL,HND,VNO
2024-05-03,2024-05-10,1260,Finnair + Japan Airlines,13:30,13:55,1,1105,1,HEL,VNO,HND,Japan Airlines + Finnair,13:30,13:55,0,1125,1,HEL,HND,VNO
2024-05-03,2024-05-10,1179,Turkish Airlines,20:35,19:20,1,1005,1,IST,VNO,HND,ANA (All Nippon Airways) + Turkish Airlines,20:35,19:20,1,1355,2,"KIX, IST",HND,VNO
2024-05-03,2024-05-10,1191,British Airways + Japan Airlines,10:10,13:55,1,1305,1,HEL,VNO,HND,Japan Airlines + Finnair,10:10,13:55,1,1070,1,HEL,HND,VNO
2024-05-03,2024-05-10,1290,LOT + Asiana Airlines,11:00,11:20,1,1100,2,"WAW, ICN",VNO,NRT,LOT,11:00,11:20,1,1100,1,WAW,NRT,VNO
2024-05-03,2024-05-10,1339,Turkish Airlines,20:35,19:20,1,1005,1,IST,VNO,HND,Turkish Airlines,20:35,19:20,1,1125,1,IST,HND,VNO
2024-05-03,2024-05-10,1251,LOT + Lufthansa,06:20,08:10,1,1190,2,"WAW, FRA",VNO,HND,ANA (All Nippon Airways),06:20,08:10,0,1090,1,FRA,HND,VNO
2024-05-03,2024-05-10,1247,Finnair,13:30,13:50,1,1100,1,HEL,VNO,HND,Japan Airlines + Finnair,13:30,13:50,1,1195,1,HEL,NRT,VNO
2024-05-03,2024-05-10,1245,Finnair,13:30,16:00,1,1230,2,"HEL, FRA",VNO,NRT,Finnair,13:30,16:00,1,1070,1,HEL,HND,VNO
2024-05-03,2024-05-10,1251,LOT + Lufthansa,14:45,16:45,1,1200,2,"WAW, FRA",VNO,HND,ANA (All Nippon Airways),14:45,16:45,0,1090,1,FRA,HND,VNO
2024-05-03,2024-05-10,1398,Finnair + Japan Airlines,13:30,13:05,1,1055,1,HEL,VNO,NRT,Japan Airlines + Finnair,13:30,13:05,1,995,1,HEL,NRT,VNO
2024-05-03,2024-05-10,1286,Finnair + Japan Airlines,13:30,13:55,1,1105,1,HEL,VNO,HND,Finnair,13:30,13:55,0,1125,1,HEL,HND,VNO
2024-05-03,2024-05-10,1249,Finnair + Japan Airlines,13:30,13:55,1,1105,1,HEL,VNO,HND,Finnair,13:30,13:55,1,1195,1,HEL,NRT,VNO
2024-05-03,2024-05-10,1310,LOT + ANA (All Nippon Airways),11:00,11:20,1,1100,2,"WAW, ICN",VNO,NRT,LOT,11:00,11:20,1,1100,1,WAW,NRT,VNO
2024-05-03,2024-05-10,1214,British Airways + Japan Airlines,10:10,13:55,1,1305,1,HEL,VNO,HND,Finnair,10:10,13:55,1,1070,1,HEL,HND,VNO
2024-05-03,2024-05-10,1186,Finnair,13:30,13:50,1,1100,1,HEL,VNO,HND,Japan Airlines + Finnair,13:30,13:50,1,1330,2,"OSA, HEL",HND,VNO
2024-05-03,2024-05-10,1184,Finnair + Japan Airlines,13:30,13:55,1,1105,1,HEL,VNO,HND,Japan Airlines + Finnair,13:30,13:55,1,1330,2,"OSA, HEL",HND,VNO
2024-05-03,2024-05-10,1296,Finnair,13:30,13:50,1,1100,1,HEL,VNO,HND,Japan Airlines + Finnair,13:30,13:50,0,1125,1,HEL,HND,VNO
2024-05-03,2024-05-10,1331,Finnair + Japan Airlines,13:30,13:50,1,1100,1,HEL,VNO,HND,Finnair,13:30,13:50,1,1070,1,HEL,HND,VNO
2024-05-03,2024-05-10,811,Turkish Airlines,20:35,07:55,2,1760,2,"IST, KIX",VNO,HND,Turkish Airlines,20:35,07:55,1,1805,1,IST,NRT,VNO
2024-05-03,2024-05-10,1411,Finnair + Japan Airlines,13:30,13:05,1,1055,1,HEL,VNO,NRT,Finnair,13:30,13:05,1,995,1,HEL,NRT,VNO
2024-05-03,2024-05-10,1261,Finnair,10:10,13:50,1,1300,1,HEL,VNO,HND,Finnair,10:10,13:50,1,995,1,HEL,NRT,VNO
2024-05-03,2024-05-10,1219,Finnair + Japan Airlines,10:10,13:55,1,1305,1,HEL,VNO,HND,Finnair,10:10,13:55,1,1070,1,HEL,HND,VNO
2024-05-03,2024-05-10,1316,LOT + Lufthansa,06:20,06:55,1,1115,2,"WAW, MUC",VNO,HND,ANA (All Nippon Airways),06:20,06:55,0,1090,1,FRA,HND,VNO
2024-05-03,2024-05-10,1339,Finnair + Japan Airlines,13:30,13:50,1,1100,1,HEL,VNO,HND,Japan Airlines + Finnair,13:30,13:50,1,1070,1,HEL,HND,VNO
2024-05-03,2024-05-10,1228,Finnair,13:30,13:50,1,1100,1,HEL,VNO,HND,Japan Airlines + Finnair,13:30,13:50,1,1270,2,"KIX, HEL",NRT,VNO
2024-05-03,2024-05-10,1225,Finnair + Japan Airlines,13:30,13:55,1,1105,1,HEL,VNO,HND,Japan Airlines + Finnair,13:30,13:55,1,1270,2,"KIX, HEL",NRT,VNO
2024-05-03,2024-05-10,1228,Finnair,10:10,13:50,1,1300,1,HEL,VNO,HND,Japan Airlines + Finnair,10:10,13:50,1,1070,1,HEL,HND,VNO
2024-05-03,2024-05-10,1226,Finnair + Japan Airlines,10:10,13:55,1,1305,1,HEL,VNO,HND,Japan Airlines + Finnair,10:10,13:55,1,1070,1,HEL,HND,VNO
2024-05-03,2024-05-10,1296,Finnair,13:30,13:05,1,1055,1,HEL,VNO,NRT,Finnair,13:30,13:05,1,1195,1,HEL,NRT,VNO
2024-05-03,2024-05-10,1424,Finnair,13:30,13:05,1,1055,1,HEL,VNO,NRT,Japan Airlines + Finnair,13:30,13:05,1,995,1,HEL,NRT,VNO
2024-05-03,2024-05-10,1270,British Airways + Japan Airlines,10:10,13:55,1,1305,1,HEL,VNO,HND,Japan Airlines + Finnair,10:10,13:55,1,995,1,HEL,NRT,VNO
2024-05-03,2024-05-10,1341,Finnair,13:30,13:05,1,1055,1,HEL,VNO,NRT,Finnair,13:30,13:05,0,1125,1,HEL,HND,VNO
2024-05-03,2024-05-10,1290,Turkish Airlines,11:35,08:55,1,920,1,IST,VNO,NRT,ANA (All Nippon Airways) + Turkish Airlines,11:35,08:55,1,1355,2,"KIX, IST",HND,VNO
2024-05-03,2024-05-10,1275,Finnair,13:30,16:00,1,1230,2,"HEL, FRA",VNO,NRT,Japan Airlines + Finnair,13:30,16:00,1,1070,1,HEL,HND,VNO
2024-05-03,2024-05-10,1266,Finnair,10:10,13:05,1,1255,1,HEL,VNO,NRT,Finnair,10:10,13:05,1,1070,1,HEL,HND,VNO
2024-05-03,2024-05-10,1325,Finnair,13:30,16:00,1,1230,2,"HEL, FRA",VNO,NRT,Finnair,13:30,16:00,1,995,1,HEL,NRT,VNO
2024-05-03,2024-05-10,1392,Finnair + Japan Airlines,13:30,13:05,1,1055,1,HEL,VNO,NRT,Finnair,13:30,13:05,1,1070,1,HEL,HND,VNO
2024-05-03,2024-05-10,1450,Turkish Airlines,11:35,08:55,1,920,1,IST,VNO,NRT,Turkish Airlines,11:35,08:55,1,1125,1,IST,HND,VNO
2024-05-03,2024-05-10,1217,Scandinavian Airlines + Air China,15:50,20:40,1,1370,2,"CPH, PVG",VNO,NRT,Scandinavian Airlines,15:50,20:40,0,1070,1,CPH,HND,VNO
2024-05-03,2024-05-10,1295,British Airways + Japan Airlines,10:10,13:55,1,1305,1,HEL,VNO,HND,Finnair,10:10,13:55,1,995,1,HEL,NRT,VNO
2024-05-03,2024-05-10,1278,Turkish Airlines,20:35,19:20,1,1005,1,IST,VNO,HND,Jetstar + Turkish Airlines,20:35,19:20,1,1330,2,"KIX, IST",NRT,VNO
2024-05-03,2024-05-10,1299,Finnair + Japan Airlines,10:10,13:55,1,1305,1,HEL,VNO,HND,Finnair,10:10,13:55,1,995,1,HEL,NRT,VNO
2024-05-03,2024-05-10,1328,Finnair + Japan Airlines,13:30,13:05,1,1055,1,HEL,VNO,NRT,Japan Airlines + Finnair,13:30,13:05,1,1195,1,HEL,NRT,VNO
2024-05-03,2024-05-10,1248,ANA (All Nippon Airways),06:00,09:50,1,1310,1,FRA,VNO,HND,ANA (All Nippon Airways),06:00,09:50,0,1090,1,FRA,HND,VNO
2024-05-03,2024-05-10,1331,airBaltic + Lufthansa,05:35,06:55,1,1160,2,"RIX, MUC",VNO,HND,Lufthansa,05:35,06:55,0,1090,1,FRA,HND,VNO
2024-05-03,2024-05-10,1309,Finnair,10:10,13:50,1,1300,1,HEL,VNO,HND,Japan Airlines + Finnair,10:10,13:50,1,995,1,HEL,NRT,VNO
2024-05-03,2024-05-10,1306,Finnair + Japan Airlines,10:10,13:55,1,1305,1,HEL,VNO,HND,Japan Airlines + Finnair,10:10,13:55,1,995,1,HEL,NRT,VNO
2024-05-03,2024-05-10,1356,Finnair,13:30,16:00,1,1230,2,"HEL, FRA",VNO,NRT,Japan Airlines + Finnair,13:30,16:00,1,995,1,HEL,NRT,VNO
2024-05-03,2024-05-10,1211,Finnair,10:10,13:50,1,1300,1,HEL,VNO,HND,Finnair,10:10,13:50,1,1195,1,HEL,NRT,VNO
2024-05-03,2024-05-10,1321,Lufthansa,06:00,08:00,1,1200,2,"FRA, MUC",VNO,HND,ANA (All Nippon Airways),06:00,08:00,0,1090,1,FRA,HND,VNO
2024-05-03,2024-05-10,972,Turkish Airlines,20:35,07:55,2,1760,2,"IST, KIX",VNO,HND,Turkish Airlines,20:35,07:55,1,1355,2,"KIX, IST",HND,VNO
2024-05-03,2024-05-10,1346,Finnair,10:10,13:05,1,1255,1,HEL,VNO,NRT,Finnair,10:10,13:05,1,995,1,HEL,NRT,VNO
2024-05-03,2024-05-10,1389,Finnair + Japan Airlines,13:30,13:05,1,1055,1,HEL,VNO,NRT,Japan Airlines + Finnair,13:30,13:05,0,1125,1,HEL,HND,VNO
2024-05-03,2024-05-10,1317,ANA (All Nippon Airways),06:00,08:10,1,1210,1,FRA,VNO,HND,ANA (All Nippon Airways),06:00,08:10,0,1090,1,FRA,HND,VNO
2024-05-03,2024-05-10,1278,Finnair + Japan Airlines,13:30,13:55,1,1105,1,HEL,VNO,HND,Jetstar + Finnair,13:30,13:55,1,1270,2,"KIX, HEL",NRT,VNO
2024-05-03,2024-05-10,1285,Finnair,13:30,13:50,1,1100,1,HEL,VNO,HND,Jetstar + Finnair,13:30,13:50,1,1270,2,"KIX, HEL",NRT,VNO
2024-05-03,2024-05-10,1222,British Airways + Japan Airlines,10:10,13:55,1,1305,1,HEL,VNO,HND,Japan Airlines + Finnair,10:10,13:55,1,1195,1,HEL,NRT,VNO
2024-05-03,2024-05-10,1374,Lufthansa,06:00,06:55,1,1135,2,"FRA, MUC",VNO,HND,ANA (All Nippon Airways),06:00,06:55,0,1090,1,FRA,HND,VNO
2024-05-03,2024-05-10,1360,Finnair + Japan Airlines,13:30,13:05,1,1055,1,HEL,VNO,NRT,Finnair,13:30,13:05,1,1195,1,HEL,NRT,VNO
2024-05-03,2024-05-10,1343,LOT + Lufthansa,06:20,08:10,1,1190,2,"WAW, FRA",VNO,HND,Lufthansa,06:20,08:10,0,1090,1,FRA,HND,VNO
2024-05-03,2024-05-10,1335,Lufthansa,06:00,08:10,1,1210,1,FRA,VNO,HND,ANA (All Nippon Airways),06:00,08:10,0,1090,1,FRA,HND,VNO
2024-05-03,2024-05-10,1343,LOT + Lufthansa,14:45,16:45,1,1200,2,"WAW, FRA",VNO,HND,Lufthansa,14:45,16:45,0,1090,1,FRA,HND,VNO
2024-05-03,2024-05-10,1169,British Airways + Japan Airlines,10:10,13:55,1,1305,1,HEL,VNO,HND,Japan Airlines + Finnair,10:10,13:55,1,1330,2,"OSA, HEL",HND,VNO
2024-05-03,2024-05-10,1269,British Airways + Japan Airlines,10:10,13:55,1,1305,1,HEL,VNO,HND,Japan Airlines + Finnair,10:10,13:55,0,1125,1,HEL,HND,VNO
2024-05-03,2024-05-10,1372,Finnair,13:30,13:05,1,1055,1,HEL,VNO,NRT,Japan Airlines + Finnair,13:30,13:05,1,1195,1,HEL,NRT,VNO
2024-05-03,2024-05-10,1275,Finnair,13:30,16:00,1,1230,2,"HEL, FRA",VNO,NRT,Finnair,13:30,16:00,1,1195,1,HEL,NRT,VNO
2024-05-03,2024-05-10,1288,ANA (All Nippon Airways),06:00,09:50,1,1310,1,FRA,VNO,HND,ANA (All Nippon Airways) + Lufthansa,06:00,09:50,0,1090,1,FRA,HND,VNO
2024-05-03,2024-05-10,1203,British Airways + Japan Airlines,10:10,13:55,1,1305,1,HEL,VNO,HND,Japan Airlines + Finnair,10:10,13:55,1,1270,2,"KIX, HEL",NRT,VNO
2024-05-03,2024-05-10,1317,ANA (All Nippon Airways),13:40,16:45,1,1265,1,FRA,VNO,HND,ANA (All Nippon Airways),13:40,16:45,0,1090,1,FRA,HND,VNO
2024-05-03,2024-05-10,1423,Finnair,13:30,13:05,1,1055,1,HEL,VNO,NRT,Japan Airlines + Finnair,13:30,13:05,0,1125,1,HEL,HND,VNO
2024-05-03,2024-05-10,1340,LOT + Asiana Airlines,09:00,11:20,1,1220,2,"WAW, ICN",VNO,NRT,LOT,09:00,11:20,1,1100,1,WAW,NRT,VNO
2024-05-03,2024-05-10,1244,British Airways + Japan Airlines,10:10,13:55,1,1305,1,HEL,VNO,HND,Finnair,10:10,13:55,1,1195,1,HEL,NRT,VNO
2024-05-03,2024-05-10,1296,LOT,14:45,18:30,1,1305,1,WAW,VNO,NRT,LOT,14:45,18:30,1,1100,1,WAW,NRT,VNO
2024-05-03,2024-05-10,1179,Turkish Airlines,20:35,19:20,1,1005,1,IST,VNO,HND,Turkish Airlines,20:35,19:20,1,1640,2,"KIX, IST",HND,VNO
2024-05-03,2024-05-10,1416,LOT + Lufthansa,06:20,06:55,1,1115,2,"WAW, MUC",VNO,HND,Lufthansa,06:20,06:55,0,1090,1,FRA,HND,VNO
2024-05-03,2024-05-10,1249,Finnair + Japan Airlines,10:10,13:55,1,1305,1,HEL,VNO,HND,Finnair,10:10,13:55,1,1195,1,HEL,NRT,VNO
2024-05-03,2024-05-10,1359,ANA (All Nippon Airways),06:00,08:10,1,1210,1,FRA,VNO,HND,ANA (All Nippon Airways) + Lufthansa,06:00,08:10,0,1090,1,FRA,HND,VNO
2024-05-03,2024-05-10,1375,LOT + Lufthansa,06:20,06:55,1,1115,2,"WAW, MUC",VNO,HND,ANA (All Nippon Airways) + Lufthansa,06:20,06:55,0,1165,1,MUC,HND,VNO
2024-05-03,2024-05-10,1257,Finnair,10:10,13:50,1,1300,1,HEL,VNO,HND,Japan Airlines + Finnair,10:10,13:50,1,1195,1,HEL,NRT,VNO
2024-05-03,2024-05-10,1255,Finnair + Japan Airlines,10:10,13:55,1,1305,1,HEL,VNO,HND,Japan Airlines + Finnair,10:10,13:55,1,1195,1,HEL,NRT,VNO
2024-05-03,2024-05-10,1411,Finnair + Japan Airlines,13:30,13:50,1,1100,1,HEL,VNO,HND,Finnair,13:30,13:50,0,1125,1,HEL,HND,VNO
2024-05-03,2024-05-10,1335,Lufthansa,13:40,16:45,1,1265,1,FRA,VNO,HND,ANA (All Nippon Airways),13:40,16:45,0,1090,1,FRA,HND,VNO
2024-05-03,2024-05-10,1352,Finnair + Japan Airlines,10:10,13:05,1,1255,1,HEL,VNO,NRT,Japan Airlines + Finnair,10:10,13:05,1,1070,1,HEL,HND,VNO
2024-05-03,2024-05-10,1398,Turkish Airlines,11:35,08:55,1,920,1,IST,VNO,NRT,Jetstar + Turkish Airlines,11:35,08:55,1,1330,2,"KIX, IST",NRT,VNO
2024-05-03,2024-05-10,838,Turkish Airlines,20:35,07:55,2,1760,2,"IST, KIX",VNO,HND,Turkish Airlines,20:35,07:55,1,1995,2,"KIX, IST",HND,VNO
2024-05-03,2024-05-10,1295,British Airways + Japan Airlines,10:10,13:55,1,1305,1,HEL,VNO,HND,Finnair,10:10,13:55,0,1125,1,HEL,HND,VNO
2024-05-03,2024-05-10,1353,Finnair + Japan Airlines,13:30,13:05,1,1055,1,HEL,VNO,NRT,Japan Airlines + Finnair,13:30,13:05,1,1270,2,"KIX, HEL",NRT,VNO
2024-05-03,2024-05-10,1298,Finnair,10:10,13:50,1,1300,1,HEL,VNO,HND,Japan Airlines + Finnair,10:10,13:50,0,1125,1,HEL,HND,VNO
2024-05-03,2024-05-10,1296,Finnair + Japan Airlines,10:10,13:55,1,1305,1,HEL,VNO,HND,Japan Airlines + Finnair,10:10,13:55,0,1125,1,HEL,HND,VNO
2024-05-03,2024-05-10,1224,Finnair,13:30,13:50,1,1100,1,HEL,VNO,HND,Japan Airlines + British Airways,13:30,13:50,1,1475,1,HEL,NRT,VNO
2024-05-03,2024-05-10,1222,Finnair + Japan Airlines,13:30,13:55,1,1105,1,HEL,VNO,HND,Japan Airlines + British Airways,13:30,13:55,1,1475,1,HEL,NRT,VNO
2024-05-03,2024-05-10,1228,Finnair,10:10,13:50,1,1300,1,HEL,VNO,HND,Japan Airlines + Finnair,10:10,13:50,1,1270,2,"KIX, HEL",NRT,VNO
2024-05-03,2024-05-10,1301,Finnair,10:10,13:50,1,1300,1,HEL,VNO,HND,Finnair,10:10,13:50,0,1125,1,HEL,HND,VNO
2024-05-03,2024-05-10,1299,Finnair + Japan Airlines,10:10,13:55,1,1305,1,HEL,VNO,HND,Finnair,10:10,13:55,0,1125,1,HEL,HND,VNO
2024-05-03,2024-05-10,1362,LOT + ANA (All Nippon Airways),09:00,11:20,1,1220,2,"WAW, ICN",VNO,NRT,LOT,09:00,11:20,1,1100,1,WAW,NRT,VNO
2024-05-03,2024-05-10,1341,Turkish Airlines,20:35,19:20,1,1005,1,IST,VNO,HND,Turkish Airlines,20:35,19:20,1,1355,2,"KIX, IST",HND,VNO
2024-05-03,2024-05-10,1319,ANA (All Nippon Airways),06:00,09:50,1,1310,1,FRA,VNO,HND,Lufthansa,06:00,09:50,0,1090,1,FRA,HND,VNO
2024-05-03,2024-05-10,1306,Finnair,13:30,16:00,1,1230,2,"HEL, FRA",VNO,NRT,Japan Airlines + Finnair,13:30,16:00,1,1195,1,HEL,NRT,VNO
2024-05-03,2024-05-10,1232,Finnair + Japan Airlines,10:10,13:55,1,1305,1,HEL,VNO,HND,Japan Airlines + Finnair,10:10,13:55,1,1270,2,"KIX, HEL",NRT,VNO
2024-05-03,2024-05-10,1296,Finnair,10:10,13:05,1,1255,1,HEL,VNO,NRT,Finnair,10:10,13:05,1,1195,1,HEL,NRT,VNO
2024-05-03,2024-05-10,1392,Lufthansa,06:00,08:00,1,1200,2,"FRA, MUC",VNO,HND,Lufthansa,06:00,08:00,0,1090,1,FRA,HND,VNO
2024-05-03,2024-05-10,1355,Finnair,13:30,16:00,1,1230,2,"HEL, FRA",VNO,NRT,Japan Airlines + Finnair,13:30,16:00,0,1125,1,HEL,HND,VNO
2024-05-03,2024-05-10,838,Turkish Airlines,20:35,07:55,2,1760,2,"IST, KIX",VNO,HND,Turkish Airlines,20:35,07:55,1,2055,2,"OSA, IST",HND,VNO
2024-05-03,2024-05-10,1172,Finnair + Japan Airlines,13:30,13:55,1,1105,1,HEL,VNO,HND,Finnair,13:30,13:55,1,1620,2,"KIX, HEL",HND,VNO
2024-05-03,2024-05-10,1358,Finnair,13:30,16:00,1,1230,2,"HEL, FRA",VNO,NRT,Finnair,13:30,16:00,0,1125,1,HEL,HND,VNO
2024-05-03,2024-05-10,1359,ANA (All Nippon Airways),13:40,16:45,1,1265,1,FRA,VNO,HND,ANA (All Nippon Airways) + Lufthansa,13:40,16:45,0,1090,1,FRA,HND,VNO
2024-05-03,2024-05-10,1152,British Airways + Japan Airlines,10:10,13:55,1,1305,1,HEL,VNO,HND,Japan Airlines + British Airways,10:10,13:55,1,1475,1,HEL,NRT,VNO
2024-05-03,2024-05-10,1353,Finnair + Japan Airlines,13:30,13:50,1,1100,1,HEL,VNO,HND,Japan Airlines + Finnair,13:30,13:50,1,1270,2,"KIX, HEL",NRT,VNO
2024-05-03,2024-05-10,1354,Finnair + Japan Airlines,10:10,13:50,1,1300,1,HEL,VNO,HND,Japan Airlines + Finnair,10:10,13:50,1,1070,1,HEL,HND,VNO
2024-05-03,2024-05-10,1124,British Airways + Japan Airlines,10:10,13:55,1,1305,1,HEL,VNO,HND,Japan Airlines + British Airways,10:10,13:55,1,1550,1,HEL,HND,VNO
2024-05-03,2024-05-10,1211,Finnair + Japan Airlines,13:30,13:55,1,1105,1,HEL,VNO,HND,Japan Airlines + British Airways,13:30,13:55,1,1550,1,HEL,HND,VNO
2024-05-03,2024-05-10,1213,Finnair,13:30,13:50,1,1100,1,HEL,VNO,HND,Japan Airlines + British Airways,13:30,13:50,1,1550,1,HEL,HND,VNO
2024-05-03,2024-05-10,1405,Lufthansa,06:00,08:10,1,1210,1,FRA,VNO,HND,Lufthansa,06:00,08:10,0,1090,1,FRA,HND,VNO
2024-05-03,2024-05-10,1191,Finnair,13:30,13:50,1,1100,1,HEL,VNO,HND,Finnair,13:30,13:50,1,1620,2,"KIX, HEL",HND,VNO
2024-05-03,2024-05-10,1310,ANA (All Nippon Airways),06:00,09:50,1,1310,1,FRA,VNO,HND,ANA (All Nippon Airways) + Lufthansa,06:00,09:50,0,1165,1,MUC,HND,VNO
2024-05-03,2024-05-10,1461,Lufthansa,06:00,06:55,1,1135,2,"FRA, MUC",VNO,HND,Lufthansa,06:00,06:55,0,1090,1,FRA,HND,VNO
2024-05-03,2024-05-10,1266,British Airways + Japan Airlines,10:10,13:55,1,1305,1,HEL,VNO,HND,Jetstar + Finnair,10:10,13:55,1,1270,2,"KIX, HEL",NRT,VNO
2024-05-03,2024-05-10,1383,Lufthansa,06:00,08:00,1,1200,2,"FRA, MUC",VNO,HND,ANA (All Nippon Airways) + Lufthansa,06:00,08:00,0,1165,1,MUC,HND,VNO
2024-05-03,2024-05-10,1405,LOT + Lufthansa,06:20,06:55,1,1115,2,"WAW, MUC",VNO,HND,ANA (All Nippon Airways),06:20,06:55,0,1215,1,FRA,HND,VNO
2024-05-03,2024-05-10,1379,ANA (All Nippon Airways),06:00,08:10,1,1210,1,FRA,VNO,HND,ANA (All Nippon Airways) + Lufthansa,06:00,08:10,0,1165,1,MUC,HND,VNO
2024-05-03,2024-05-10,1417,Finnair,13:30,13:05,1,1055,1,HEL,VNO,NRT,Jetstar + Finnair,13:30,13:05,1,1270,2,"KIX, HEL",NRT,VNO
2024-05-03,2024-05-10,1386,Finnair,10:10,13:05,1,1255,1,HEL,VNO,NRT,Finnair,10:10,13:05,0,1125,1,HEL,HND,VNO
2024-05-03,2024-05-10,1290,Turkish Airlines,11:35,08:55,1,920,1,IST,VNO,NRT,Turkish Airlines,11:35,08:55,1,1640,2,"KIX, IST",HND,VNO
2024-05-03,2024-05-10,1176,Turkish Airlines,20:35,19:20,1,1005,1,IST,VNO,HND,Turkish Airlines,20:35,19:20,1,1805,1,IST,NRT,VNO
2024-05-03,2024-05-10,1405,Lufthansa,13:40,16:45,1,1265,1,FRA,VNO,HND,Lufthansa,13:40,16:45,0,1090,1,FRA,HND,VNO
